  304.5    888    857    857    716  583.5  949.5    857  149.5  713.5  383.5  325.5  146.5    614    500    857    857  560.5    857    857    571    571  724.5  855.5    998  571.5    857  678.5    714  696.5    857    571      0    410  772.5    857    572    571  212.5    979   1000    799
    143    694    246    707  324.5    143    143  636.5    143    714    143    111    143    707    143    500    693    143  713.5     57  142.5    433    714  143.5    146    144    715    712  264.5    143    714    714    143    143    714    596  169.5  170.5    142  177.5    714  143.5
  209.5  706.5  306.5    858    359    143  360.5  420.5    143  706.5  144.5   18.5    143    587    143    307    500  371.5  938.5    285   14.5     46  703.5    175    429    143   1000  653.5  148.5    143  930.5  694.5    143    152  684.5    857  143.5  141.5     70    429    984    428
   74.5    857  854.5    857    806    567    696  725.5   49.5    571    9.5    121    103    571  439.5    857  628.5    500    856    850    571    571    572    578  973.5    571    857    571    575    567    835    571      1   50.5    571    857    571    571  289.5  856.5  812.5    840
    142  395.5  219.5  857.5    354    143    144   73.5    143  250.5    143      4    143  149.5    143  286.5   61.5    144    500     70     12      0  263.5    143    424    143    987  161.5    143    143  582.5  687.5  141.5    143  181.5    834    143  132.5     68  428.5  563.5    412
    143    987    859  964.5    429    143    150    719    143    714    143  132.5    143    714    143    943    715    150    930    500  261.5  594.5    714    185  432.5  172.5  997.5    714  617.5  143.5    789    714    143    143  713.5  888.5    425    426  142.5    438  744.5    422
    429   1000  899.5  864.5    418    181  430.5    986    143  714.5    429  310.5    425    999    429  857.5  985.5    429    988  738.5    500  578.5   1000  560.5  464.5  543.5   1000  971.5    778  149.5    991  728.5    148    429   1000    858  864.5    795  413.5    458   1000  429.5
    429    943  479.5    986    429    402    429    844    163    745    429    425    429    985    429    567    954    429   1000  405.5  421.5    500   1000    430    429    429   1000    993  460.5    212   1000  939.5  297.5    429  999.5    921  435.5    435    429    429   1000    429
    286    293    286    856    286      0    391    287    140  325.5  295.5    286  209.5    232  275.5    286  296.5    428  736.5    286      0      0    500    286    429     36  856.5     66    112   21.5  826.5    570      0  426.5  421.5  849.5   12.5    4.5    255  287.5  929.5    286
    214    989  849.5    857    286    153    420  849.5    143    714    162   74.5    143    688  144.5  856.5    825    422    857    815  439.5    570    714    500  524.5    282  870.5    713    708  156.5  856.5    571      1    182    612    857  604.5    537    0.5    514    998    289
      0    600    584  847.5  289.5     86   18.5    571    4.5    571      0      0   53.5    571      2    854    571   26.5    576  567.5  535.5    571    571  475.5    500    471    710    571    570     78    572    571      0   15.5    571  798.5    564    562      1    543  572.5   74.5
  317.5   1000    853    857  286.5  162.5  431.5    857    143    714  428.5    286  339.5    977  428.5    856    857    429    857  827.5  456.5    571    964    718    529    500  960.5  777.5    715  165.5    857    572   16.5    429  983.5    857  754.5  568.5    280  521.5   1000    297
   16.5    168    9.5  738.5  285.5  142.5    143    0.5    143    143    143      0    143  141.5    143    285      0    143     13    2.5      0      0  143.5  129.5    290   39.5    500  143.5    143    143   68.5  418.5    9.5    143    112    391  134.5      0      0  401.5  171.5   65.5
    286  350.5    286    857    286     14    428  299.5    143    657    413    286    401  455.5  321.5    288  346.5    429  838.5    286   28.5      7    934    287    429  222.5  856.5    500  155.5  138.5  852.5    573    0.5    429    713    856    151   66.5  283.5    386  993.5    286
    286    851    560    857    286     87  356.5  834.5  133.5  586.5    290    286  426.5    856    286  735.5  851.5    425    857  382.5    222  539.5    888    292    430    285    857  844.5    500     11    857  607.5     10  423.5    857    857  363.5  330.5    286    287  962.5    286
  287.5    857    857    857    323  570.5  527.5    857    193    750    319  286.5    429    857  303.5    857    857    433    857  856.5  850.5    788  978.5  843.5    922  834.5    857  861.5    989    500    857  835.5  217.5    429    857    857    856  856.5    288    792    997    392
  143.5    422  287.5  838.5    356    143  161.5  103.5    143    162    143      2    143  143.5    143    286   69.5    165  417.5    211      9      0  173.5  143.5    428    143  931.5  147.5    143    143    500  666.5    141    143  147.5  706.5    143  133.5   64.5    429  369.5    422
  426.5    429  290.5    648    309    359    429    306  148.5  151.5    429  286.5    429    429    429    286  305.5    429  312.5    286  271.5   60.5    430    429    429    428  581.5    427  392.5  164.5  333.5    500    203    429    428  356.5  428.5    385  301.5    429    440  406.5
    949  999.5    857    857  859.5  972.5   1000    858  708.5    743    934    854  648.5   1000   1000    857    857    999  858.5    857    852  702.5   1000    999   1000  983.5  990.5  999.5    990  782.5    859    797    500    852  996.5    857  998.5  869.5    857   1000   1000  893.5
    819    857    857    857  856.5    571    860    856  538.5  571.5  498.5  769.5  226.5    572    590    857    848  949.5    857    857    571    571  573.5    818  984.5    571    857    571  576.5    571    857    571    148    500  606.5    857    571    571  573.5    857    871    857
  288.5    446    286    857    286    141    429    293    143    580    346    272    145    220  227.5    286  315.5    429  818.5  286.5      0    0.5  578.5    388    429   16.5    888    287    143    143  852.5    572    3.5  393.5    500  856.5    111      0     36    429    987  287.5
    143    153  144.5    913  421.5    143    143    143    143  146.5    143  141.5    143    143    143    404    143    143    166  111.5    142     79  150.5    143  201.5    143    609    144    143    143  293.5  643.5    143    143  143.5    500    143    143    143  346.5    218  159.5
  286.5  986.5    769    857    286  140.5    429  853.5    143    714    429    286  388.5    962    428  830.5  856.5    429    857    575  135.5  564.5  987.5  395.5    436  245.5  865.5    849  636.5    144    857  571.5    1.5    429    889    857    500  344.5  285.5  438.5   1000    286
  424.5    999    759    857    294  158.5    429    858    143    714    429    286    414    996    429  829.5  858.5    429  867.5    574    205    565  995.5    463    438  431.5   1000  933.5  669.5  143.5  866.5    615  130.5    429   1000    857  655.5    500    290  438.5   1000    388
  481.5   1000    872  858.5    876  708.5    981    937    162    714    424  409.5  158.5  784.5  787.5    858    930  710.5    932  857.5  586.5    571    745  999.5    999    720   1000  716.5    714    712  935.5  698.5    143  426.5    964    857  714.5    710    500    999   1000    979
      0    576  572.5    773    268   92.5    157    571    143  705.5  107.5      0    143    573     21  822.5    571  143.5  571.5    562    542    571  712.5    486    457  478.5  598.5    614    713    208    571    571      0    143    571  653.5  561.5  561.5      1    500    714   32.5
    3.5    286  281.5  852.5    286      0     89     70  109.5     53      1      1  139.5    2.5      0    286     16  187.5  436.5  255.5      0      0   70.5      2  427.5      0  828.5    6.5   37.5      3  630.5    560      0    129     13    782      0      0      0    286    500  285.5
  130.5    798  613.5  854.5    413  614.5  432.5  573.5  143.5    714    143      5    143    714    201  856.5    572    160    588    578  570.5    571    714    711  925.5    703  934.5    714    714    608    578  593.5  106.5    143  712.5  840.5    714    612     21  967.5  714.5    500
]
