    500   1000    500    500    500    485  997.5    954    497  109.5    629    526  628.5    897  994.5    500    500    515   1000    500    877   1000    893  999.5    500    500    979    500    514   1000  499.5  977.5   1000    506   1000  995.5
     89   1000    106    783  124.5      0    500    500    0.5  499.5    500    500    998    500    500    500    500  991.5    513    404    500   1000    500    500  519.5    143  499.5    464    491    985    0.5    500  999.5    972  514.5    995
    3.5  999.5      1     30      0      0    500    500      0  404.5    500    500  956.5    497    500    485    8.5    500    500     29    500    968  497.5    500  384.5      1  498.5     19    253    550      0    500    966    584    500    622
     92  900.5  248.5  497.5  471.5      0      9  404.5      0      0    467    1.5    500      0  118.5      0    487    500    500   23.5    488    523    7.5      4    500  408.5   26.5    498      0  609.5      0      1  994.5    500    257    500
    422   1000  495.5  756.5    499    0.5  501.5  500.5      2    496    500    500  999.5  500.5    502    500    596    971  976.5    500    500   1000  602.5  504.5    503    516  751.5  501.5    470   1000     14  549.5   1000    898  983.5   1000
    500    549    500    500    500  455.5    493  424.5    491     21    193    6.5    500    491  493.5    123    500    500    512    500    500    503    500    499    500    500    500    500    489  505.5    499    500  820.5    500    500    500
      0    970      0    0.5      0      0    129  491.5      0      0    498      7  458.5      0  404.5      0      0     32    477      0    497    500      0     50     95      0      0    0.5      0  400.5      0      0  740.5    401     21     16
    469   1000  489.5    500    500      0  503.5    500      3   14.5    500    496    538    251  504.5    107    500  502.5  992.5  397.5    500   1000    500  517.5    500    499  827.5    500    6.5   1000   53.5    553   1000    501    994  982.5
  499.5  999.5    500    500    500   16.5  443.5  506.5   70.5      0    500   56.5    500     75  563.5    0.5    500    500    996  495.5    501    950  482.5    500    500    500    498    500   80.5    984    374    459   1000    500    643    523
  419.5    995    419  495.5     39      2    500    500      7    500    500    500  990.5    500    500    500  480.5  615.5    500    497    500    905    500    500    500  409.5    500    130    500  523.5   37.5    500  903.5    972    500  553.5
    275   1000    349    957  381.5      0    500    500      2    500    500    500   1000    500    500    500    857    999  591.5    484    500   1000    501    500  590.5    500  504.5  531.5  499.5    999   10.5    500   1000    995    590   1000
  401.5   1000    471    500    499      0    500    500      3    4.5    500    456    507   77.5  501.5     21  500.5  501.5  973.5  248.5    500   1000  172.5    502    500  495.5    500    500      1   1000     16  280.5   1000    500    971    898
  468.5   1000  467.5    609    118   13.5    500    500   34.5    500    500    500   1000    500    500    500    536    981    502  498.5    500  999.5    500    500    870  468.5    500    500    500    867   98.5    500  999.5  999.5  503.5  957.5
  502.5   1000    501    533    500   79.5  747.5    526  251.5    397    500    500    955    751    751    486    509    747   1000    530    511   1000  993.5  919.5    500  500.5    999    500    500   1000  465.5    989   1000  597.5   1000   1000
      0  968.5      0   54.5    5.5      0     46    468      0      0  493.5      1  499.5      0  264.5      0     15    450  390.5      0  494.5  599.5      0     16  476.5      1      0    133      0    500      0      0    995  498.5      8    382
    990   1000  991.5    999    746     70    527  501.5    137    500    500    500   1000  531.5    532  500.5  999.5   1000   1000    986    501   1000  946.5    626  962.5  989.5    984  901.5  534.5   1000    500  877.5   1000   1000   1000   1000
  493.5   1000  497.5    500    500    1.5    502  500.5    5.5      3    500    458    506     68    511   22.5    500    500    999  450.5    500   1000    447    541    500    500  719.5    500     11   1000  122.5    500   1000    500    989    901
      0    508      0      1      0      0      0   27.5      0      0     91      0    463      0      2      0    0.5     34    5.5      0  179.5  259.5      0      0   96.5      0      0    0.5      0      5      0      0    500    399      0     13
    5.5    920    4.5     96      0      0    500    500      0  471.5    500    500  876.5    499    500    494     28    416    500    102    500    599    499    500     28      5    500    0.5  402.5  501.5      0    500    601    500    500    505
   76.5   1000    245    491  461.5      0  443.5  499.5      0      0    500    117    500      3    495      0  485.5    500    743   16.5    500    979      6    357    500    410     29  496.5      0    992      0     11   1000    500    500    547
      0    999    0.5   21.5    1.5      0  493.5    500      0    0.5    500    377    500   16.5  498.5    4.5      5    378    500      0    500    984   17.5    477  446.5      0    102   42.5      0    618      0     99    987    495    453    500
]
