    666  330.5  348.5    619    333    620    407    333    0.5  300.5    738    666    332     71    666    375  654.5    500  334.5    666    661    253    667    333  335.5    333    640    348    665    333    402    666    349    978    344    333
    724    333  759.5    667    333  656.5    334  269.5      0   42.5  655.5    653    334   19.5    666    345    340  665.5    500  832.5    666  279.5  999.5    344    629    333    667  741.5  348.5   10.5    667    651  644.5    993    667    336
     69      0  648.5  335.5      3  322.5    334    0.5      0      0    334    432    334     26  334.5      3   40.5    334  167.5    500      1  286.5    658      1  602.5     88    346    333    334      0  371.5  255.5    334    659    335  307.5
    728    199    667  601.5  316.5  391.5    334  329.5    1.5    0.5    335  667.5    334    334    720    331  658.5    339    334    999    500    334  933.5  284.5    667    608    665    334    334    156  665.5  654.5  343.5    701    506  338.5
  676.5    358   1000    676    396  948.5  660.5    333     10  587.5    999    718    655  196.5    666    666    632    747  720.5  713.5    666    500  997.5  655.5  523.5    333    668  983.5  934.5    357    667    666    667   1000  667.5  640.5
     26      0    646    334    263   36.5    331    0.5      0      0    334     31    251      0    335      0    0.5    333    0.5    342   66.5    2.5    500  150.5     93  331.5  638.5   75.5    334      0    656   25.5  315.5    508  318.5    333
    696    651  961.5    667    302    667    334  333.5   28.5  256.5  666.5    667    334  341.5    930    666    667    667    656    999  715.5  344.5  849.5    500    667  661.5    645    663    374    305  659.5    670  336.5  675.5    667    495
  342.5  323.5    667  629.5    333    600    667    333    115    333    667  433.5    667  327.5    340    333  336.5  664.5    371  397.5    333  476.5    907    333    500    333    667  645.5    667    333  666.5  396.5    667    923  577.5    333
  666.5  396.5  993.5    667  340.5    667    493  580.5  332.5    333    667    667    665  664.5  641.5    651    662    667    667    912    392    667  668.5  338.5    667    500    694    667    667    381  594.5    596  642.5    667    667    656
  335.5    333    667    399    409    333     15     34    297    333    596    333  257.5    332    663    333    333    360    333    654    335    332  361.5    355    333    306    500    333    627    323  276.5    333   88.5  503.5  334.5    665
    665    329    700    667    333  422.5    334    272      0     13  625.5  501.5    299      0    666    290    333    652  258.5    667    666   16.5  924.5    337  354.5    333    667    500  349.5   12.5  666.5    650  644.5    995    663    333
    666    333    659  338.5    352  381.5     13    332      3  315.5    495  651.5    5.5     65    666    597  333.5    335  651.5    666    666   65.5    666    626    333    333    373  650.5    500  169.5  333.5    664    333    712    333    581
   1000    517   1000    667    572    723    346    660     83    337    730    987  381.5  636.5  737.5  933.5  667.5    667  989.5   1000    844    643   1000    695    667    619    677  987.5  830.5    500    667    982  669.5    999    667    676
    333    333    709    640  365.5    333  330.5  260.5  332.5    333    665    333  338.5    333  652.5    333    333    598    333  628.5  334.5    333    344  340.5  333.5  405.5  723.5  333.5  666.5    333    500    333  344.5    658  379.5    660
  643.5   20.5    667  334.5  332.5    334    334    306      0      0    334  523.5    334    329    364    285  329.5    334    349  744.5  345.5    334  974.5    330  603.5    404    667    350    336     18    667    500  494.5  907.5    334    333
    642    333  832.5  665.5    664  334.5    321    149    316    333    667    353  344.5    333    666  335.5    333    651  355.5    666  656.5    333  684.5  663.5    333  357.5  911.5  355.5    667  330.5  655.5  505.5    500  933.5  496.5    666
    245      0  333.5   64.5    331      0    6.5   24.5      0      0    255   29.5      0      0    334    1.5    0.5     22      7    341    299      0    492  324.5     77    333  496.5      5    288      1    342   92.5   66.5    500    0.5    333
    633    333    499    838    333    393    625    333     64    333    670  665.5  388.5    307  661.5    333  656.5    656    333    665    494  332.5  681.5    333  422.5    333  665.5    337    667    333  620.5    666  503.5  999.5    500    333
    667  663.5  877.5    667   68.5    667    334    334     59    329    666    667    334  353.5    715  666.5    667    667    664  692.5  661.5  359.5    667    505    667    344    335    667    419    324    340    667    334    667    667    500
]
