  714.5  706.5  872.5  502.5    741    501    864  545.5   66.5    746    500  808.5    758    537  875.5  746.5  749.5  747.5  834.5  870.5    502  717.5    394  999.5    750    750  515.5  865.5    750  503.5    750    750    795  997.5  537.5    750
    500    271  833.5    500    738  498.5  618.5  270.5      1    478  191.5    500  520.5  342.5  749.5    500    500    494    468  619.5    251    418  267.5    750  506.5    500    252    621  623.5    501    731    500  515.5  945.5  503.5    496
    623    500  500.5  500.5  294.5  511.5    750    500     17    746    242  479.5    500  253.5    627  731.5  503.5    745  500.5    500    509    494    315    539    562    750    500    638  500.5  477.5    750    750  407.5    756  370.5    500
    748    560    819  265.5  561.5    500  711.5    266    187  526.5    463  657.5  746.5    500  962.5  499.5  738.5    500  710.5  830.5    500  464.5    548    873  748.5    750  253.5    852    750    530    501  500.5    750    999  502.5    535
  712.5    500  258.5     61      9    496  283.5  250.5     42  440.5  124.5  250.5    373   37.5    500  487.5  376.5    250    293  258.5    252    250  119.5  324.5    465  715.5    250  255.5  488.5  217.5    500    257    273    741    250  250.5
    538    749    750  316.5    274    435    714  748.5    4.5    512  253.5    500  268.5  500.5  512.5    500    711  223.5    749  748.5  227.5  371.5    253    746    724    804  740.5  557.5  749.5    500    838  629.5    500  802.5    500    750
    503  515.5    508    254    473    500  749.5    263      0  701.5  250.5    500  496.5  261.5  623.5    289    500  365.5    541    509  363.5  250.5    497    551  697.5  752.5  251.5    517    532  679.5    500    500  694.5  997.5  449.5    322
    746    750    750    723  440.5    602  986.5    750  195.5  773.5  252.5    506    255    500    750  776.5  634.5    500    747  749.5  540.5    520  305.5  738.5    751   1000    750  523.5    750    522    999    969    501   1000  500.5    750
    500  710.5  566.5    250    450    500  528.5    298   17.5  276.5  165.5    532  499.5  289.5    707    251    459    253    500    511    253  498.5    252    594  741.5  728.5  264.5    329  748.5  490.5    500    496  736.5  979.5    500    484
    500  498.5    548    250    490    500    613    262      0    263  129.5  380.5    500  169.5  741.5  251.5    491  250.5    489    500    251  273.5  262.5  653.5    749  697.5    254    507    740  500.5    501    489  742.5  997.5  472.5  425.5
    692    750    750    736    500  634.5  974.5    750  180.5  961.5    498    749    491    500    748  772.5  636.5  459.5    747    749    500  734.5  470.5    739  749.5    998  749.5    518    750    507    989    920    737    999    738  749.5
  546.5    514    941    744    740  500.5  757.5    566      5    689  282.5    582    506  535.5    750  628.5  749.5    480  501.5  726.5  265.5    500    500    750  759.5    748  506.5    750    947    750    874    709    509    984    754    743
  720.5    500  738.5  499.5  507.5    548  984.5    500     94  810.5    606  732.5    685    452  880.5    747    503  694.5    748  737.5  529.5    500    500    750    504    750    500    759    501  337.5    750    743    703   1000  464.5  500.5
  500.5    500    370    250    252    500    503  266.5      0    313    0.5    250    461    127  675.5    254    449  261.5    406  346.5    261    250    250    500  744.5  744.5  256.5  377.5  559.5  497.5    502  499.5  544.5    784    280    290
    502    514    500  474.5  356.5    500  547.5    429      0    500    250  493.5    438  251.5    535    276  302.5    249  258.5    251  250.5  240.5    496  255.5    500    719  233.5  472.5    698  607.5  517.5  312.5  299.5  985.5    501    250
  437.5  672.5    500    125    250    478    501    455      0  313.5    250    500    250    250  284.5    196  247.5      0  271.5  302.5      2    252    250  255.5    281    500    300    250    512    261    492  226.5    461    756  499.5    369
    502    782  993.5  436.5    501    500  650.5  851.5    129    500  484.5    748    500  746.5    750  259.5  748.5    250  735.5    746  250.5  493.5    500  743.5  766.5    700    500  747.5  986.5    750  571.5    297  516.5   1000    750  726.5
    551    500    485    250    262    500    615    262      2  498.5  134.5    379    362    148  744.5  442.5    483  476.5    671    493    482    250    241  622.5  527.5    750  252.5    500  499.5    439  501.5  499.5  506.5    993  250.5    289
    482    358  500.5  281.5  497.5  499.5  503.5    131      0  499.5    250  376.5  499.5    250  511.5  250.5    468    250  251.5    260    250     53    499  440.5    302    488   13.5  500.5    500  537.5    474  251.5  490.5    899  548.5  236.5
    747    501    499    332  437.5    500    747    251  242.5  686.5  496.5    499  522.5    470  782.5    500  320.5    478  509.5  499.5    493    250  662.5  502.5  392.5    739    250    561  462.5    500    500    499    504    992  311.5  261.5
  413.5    500    728    252  251.5  292.5  308.5  467.5    1.5    252    250    269    250    499    500    162    500      1    500    499     11    126    250    498  482.5    508  428.5  498.5    526    500    500  224.5    250    573    447  493.5
    515    693  749.5  493.5  262.5    500    860    745    1.5  501.5    250    500    250  499.5    743  370.5    500     31    504    511     80    291    257  500.5  687.5  773.5    703  500.5  748.5    501  775.5    500  378.5    999    500  530.5
    500    442    503    500  466.5  518.5  736.5    499   18.5    497    205  484.5  592.5    250    727    500  305.5    499  263.5  257.5    263    491    297  455.5  700.5    539  483.5  493.5  509.5    496    750  621.5    500    820    377    294
  437.5  214.5    243      6     62  474.5    7.5      3      0     56    2.5   54.5    244      1    259  197.5    2.5      0   20.5    2.5      1     16      0    216   14.5    244      0      7    101      8    427      1    180    500  225.5      0
    500    256  684.5  501.5  749.5    470    750    259   13.5  722.5  462.5  496.5  629.5  497.5    750    500  550.5  499.5    500  527.5    262    246  535.5    720    499  500.5    250  749.5  451.5  688.5    553    500    623  774.5    500  339.5
    500  521.5  730.5  255.5    500    500    750  345.5      0  501.5    250    504    500    465  749.5    250    678    250    516  574.5  250.5    257  499.5    710    750    631  273.5    711  763.5  738.5  506.5  469.5    706   1000  660.5    500
]
