    666    291    596    335  912.5  338.5    344    427   65.5    327   1000  734.5    334    500  638.5  345.5  668.5    138    334  331.5    343    334  426.5    667  624.5      0  655.5    668    334  379.5   1000  617.5  653.5  319.5  466.5  333.5    338      0    997    667  334.5    334
  972.5    333    744    644  922.5    335    667    672    333  394.5   1000    672  332.5  361.5    500    333    976    337  666.5  304.5    333    338  407.5    675    333    5.5    367   1000  273.5  339.5  898.5    597    333    333    333    7.5  305.5     75   1000  620.5    373    665
    667    627    667  422.5    667    665  653.5    667  330.5  618.5  788.5  718.5    334  654.5    667    500    667  366.5  386.5  661.5    168    334    667    667    335    4.5    384    667    334    608  705.5    666    385  253.5    654  344.5    667     13  667.5    352    663  386.5
    317     12  334.5    133    632      0    613    633   24.5      1  966.5    667      0  331.5     24    333    500  326.5    334      0    333    334  335.5  653.5    333      0  335.5    822      2    176  637.5    284    333    333  332.5      0      0      0    997    416    334    334
  666.5  334.5    651  589.5    973  351.5  361.5  574.5  330.5    637   1000  856.5    334    862    663  633.5  673.5    500    334  334.5    634    334    579    667  666.5   41.5    664  676.5    334    662   1000  694.5    666  359.5    669    334    352     86   1000    667    336    334
    632    652    656    665    667    393  950.5  667.5  501.5    352  674.5  916.5    247    666  333.5  613.5    666    666    500    349    333    327    666    424  341.5      0    496  697.5    6.5    333    666    666    500    648    666   42.5  353.5    1.5    991    379    359  646.5
  999.5  395.5   1000    666   1000    902  761.5    998  334.5    503   1000  998.5  574.5  668.5  695.5  338.5   1000  665.5    651    500    333    334  994.5    668    358    0.5    665   1000  393.5    334   1000  687.5    422  349.5    642  293.5  792.5     13   1000    667    580    645
    667    667    667  411.5    668    667    667    667    622    624    996    994  590.5    657    667    832    667    366    667    667    500  630.5    667    667  911.5  177.5    679    667    655  617.5    989    666    740    353  661.5    667    667  331.5    728  959.5    667    667
    666    666    666    666    666    666  695.5    666  665.5    666    666  678.5    417    666    662    666    666    666    673    666  369.5    500    666    585    640    282  665.5  666.5    593  577.5    666    666  664.5    666    666    568  665.5  591.5    792  660.5    643  731.5
    666      0  664.5    333    970     75  353.5    662      0    329   1000  945.5      1  573.5  592.5    333  664.5    421    334    5.5    333    334    500    667    333      0    404    672   75.5    333  959.5    353    331    332  379.5      6     79      0   1000    648    348    334
  336.5    333  343.5  336.5    334    333    647    335    333    332    453  630.5    333    333    325    333  346.5    333    576    332    333    415    333    500    333    149    333  657.5  329.5  172.5    380    333    333    333    333    149    333  307.5    909    333  335.5  661.5
    667    503    667  333.5    667    665    667    667    337    342    993  970.5    329  375.5    667    665    667  333.5  658.5    642   88.5    360    667    667    500      2    662    667  420.5    340  962.5    485  632.5    341  382.5    598  665.5   77.5  688.5  839.5    667  657.5
   1000   1000   1000    985   1000   1000   1000   1000  999.5   1000   1000   1000    913   1000  994.5  995.5   1000  958.5   1000  999.5  822.5    718   1000    851    998    500   1000   1000  983.5    836   1000   1000   1000    797   1000    834   1000  867.5   1000  999.5    945   1000
  666.5  324.5    667    333    697    388    666    668    167    333   1000  999.5   10.5  344.5    633    616  664.5    336    504    335    321  334.5    596    667    338      0    500    667  167.5    333    988    333  452.5  480.5    403     65    383    3.5    935    705  666.5  505.5
      5     12   44.5     58    339      0    604    327     30      0    446    654      1    332      0    333    178  323.5  302.5      0    333  333.5    328  342.5    333      0    333    500      0      6    347    271    333    333    333      0      0      0  838.5    333    157  334.5
    999    667   1000    666   1000  703.5   1000   1000  662.5    598   1000   1000  366.5    666  726.5    666    998    666  993.5  606.5    345    407  924.5  670.5  579.5   16.5  832.5   1000    500    337    989  666.5  664.5    666    666    323  648.5  211.5   1000  967.5    688  989.5
  724.5  662.5  667.5    417  678.5    667    667    667    516    511  958.5    667    667  620.5  660.5    392    824    338    667    666  382.5  422.5    667  827.5    660    164    667    994    663    500  918.5  667.5    666  333.5    622  490.5    667    312  994.5    667  603.5    667
  338.5      0    334     21  330.5      2    334    333      0      0  843.5    517      0      0  101.5  294.5  362.5      0    334      0     11    334   40.5    620   37.5      0     12    653     11   81.5    500      3      5      0      0      0      1      0  650.5  309.5    334    334
    611    182  357.5  300.5  827.5  333.5    504  597.5     26   33.5  997.5  668.5    321  382.5    403    334    716  305.5    334  312.5    334    334    647    667    515      0    667    729  333.5  332.5    997    500    610    333  398.5  331.5    334      0   1000    667    334    334
    667    385    667    333    675  661.5    664  667.5    164    334  999.5  998.5  293.5  346.5    667    615    667    334    500    578    260  335.5    669    667  367.5      0  547.5    667  335.5    334    995    390    500  363.5  354.5  357.5    661    1.5    819  691.5    667  494.5
    667  575.5    667  658.5    700    664    627    667    354    667   1000   1000    334  680.5    667  746.5    667  640.5    352  650.5    647    334    668    667    659    203  519.5    667    334  666.5   1000    667  636.5    500    725  335.5  663.5    264    942  664.5  657.5  350.5
    667    283    666    338  770.5    496    344  648.5   60.5  381.5   1000    985  332.5  533.5    667    346  667.5    331    334    358  338.5    334  620.5    667  617.5      0    597    667    334    378   1000  601.5  645.5    275    500  333.5  498.5    0.5  990.5  666.5  385.5    334
   1000  667.5   1000    666   1000    927   1000   1000    620    666   1000   1000    423  666.5  992.5  655.5   1000    666  957.5  706.5    333    432    994    851    402    166    935   1000    677  509.5   1000  668.5  642.5  664.5  666.5    500  920.5  337.5   1000    836    939    955
  999.5    337    998    666   1000    614    679    977    333  499.5   1000    984    362    662  694.5    333   1000    648  646.5  207.5    333  334.5    921    667  334.5      0    617   1000  351.5    333    999    666    339  336.5  501.5   79.5    500     12   1000  666.5    394  645.5
   1000   1000   1000    965   1000    998   1000   1000  995.5  986.5   1000   1000  695.5   1000    925    987   1000    914  998.5    987  668.5  408.5   1000  692.5  922.5  132.5  996.5   1000  788.5    688   1000   1000  998.5    736  999.5  662.5    988    500   1000  978.5  748.5    998
      0      0      0    0.5    3.5      0     42      0      0      0  370.5  351.5      0      3      0  332.5      3      0      9      0    272    208      0     91  311.5      0     65  161.5      0    5.5  349.5      0    181     58    9.5      0      0      0    500  316.5      0  101.5
    626    333    665    333  649.5    333    667    661    287    333  978.5    942      4    333  379.5    648    584    333    621    333   40.5  339.5    352    667  160.5    0.5    295    667   32.5    333  690.5    333  308.5  335.5  333.5    164  333.5   21.5  683.5    500    667    624
  666.5  347.5  705.5    666  669.5  607.5    710    679  333.5  663.5    745    990    333  665.5    627    337    666    664    641    420    333    357    652  664.5    333     55  333.5    843    312  396.5    666    666    333  342.5  614.5     61    606  251.5   1000    333    500  666.5
  632.5    653  651.5  664.5    666    406    747    666    500  356.5    666  705.5    259    666    335  613.5    666    666  353.5    355    333  268.5    666  338.5  342.5      0  494.5  665.5   10.5    333    666    666  505.5  649.5    666     45  354.5      2  898.5    376  333.5    500
]
